movie,director,actor,Duration,fbdirector_likes,fblikes_actor,genre,imdb_score,fblikes_movie,year,imdb_rating,country,year1,gross,budget,Duration.,duration
Yes Man,Peyton Reed,Bradley Cooper,90-180min,235,14000,Comedy,6.8,0,2008,7,USA,2008,$ 98M,$ 70M,104,1-2  hrs
Central Intelligence,Rawson Marshall Thurber,Dwayne Johnson,90-180min,43,12000,Action,6.6,10000,2016,7,USA,2016,$ 126M,$ 50M,107,1-2  hrs
Stepmom,Chris Columbus,Julia Roberts,90-180min,0,8000,Comedy,6.7,0,1998,7,USA,1998,$ 91M,$ 50M,124,2-3 hrs
Daddy's Home,Sean Anders,Will Ferrell,90-180min,51,8000,Comedy,6.1,13000,2015,6,USA,2015,$ 150M,$ 50M,96,1-2  hrs
Into the Woods,Rob Marshall,Johnny Depp,90-180min,252,40000,Adventure,6,90000,2014,6,USA,2014,$ 128M,$ 50M,125,2-3 hrs
Inside Man,Spike Lee,Denzel Washington,90-180min,0,18000,Crime,7.6,0,2006,8,USA,2006,$ 89M,$ 45M,129,2-3 hrs
Payback,Brian Helgeland,Bill Duke,90-180min,241,1000,Action,7.1,0,1999,7,USA,1999,$ 82M,$ 50M,90,1-2  hrs
Congo,Frank Marshall,Dylan Walsh,90-180min,155,426,Action,5,0,1995,5,USA,1995,$ 81M,$ 50M,109,1-2  hrs
We Bought a Zoo,Cameron Crowe,Scarlett Johansson,90-180min,488,19000,Comedy,7.1,22000,2011,7,USA,2011,$ 76M,$ 0M,124,2-3 hrs
Knowing,Alex Proyas,Nicolas Cage,90-180min,295,12000,Drama,6.2,0,2009,6,USA,2009,$ 80M,$ 50M,121,2-3 hrs
Failure to Launch,Tom Dey,Bradley Cooper,90-180min,9,14000,Comedy,5.6,2000,2006,6,USA,2006,$ 89M,$ 50M,95,1-2  hrs
The Ring Two,Hideo Nakata,Naomi Watts,90-180min,62,6000,Horror,5.4,0,2005,5,USA,2005,$ 76M,$ 0M,128,2-3 hrs
"Crazy, Stupid, Love.",Glenn Ficarra,Ryan Gosling,90-180min,43,33000,Comedy,7.4,44000,2011,7,USA,2011,$ 84M,$ 50M,118,1-2  hrs
Garfield,Peter Hewitt,Bill Murray,30-90min,12,13000,Animation,5,795,2004,5,USA,2004,$ 75M,$ 35M,80,1-2  hrs
Christmas with the Kranks,Joe Roth,Jamie Lee Curtis,90-180min,148,2000,Comedy,5.2,0,2004,5,USA,2004,$ 74M,$ 60M,99,1-2  hrs
Moneyball,Bennett Miller,Philip Seymour Hoffman,90-180min,152,22000,Biography,7.6,27000,2011,8,USA,2011,$ 76M,$ 50M,133,2-3 hrs
Outbreak,Wolfgang Petersen,Kevin Spacey,90-180min,249,18000,Action,6.6,0,1995,7,USA,1995,$ 68M,$ 50M,127,2-3 hrs
Non-Stop,Jaume Collet-Serra,Liam Neeson,90-180min,174,14000,Action,7,24000,2014,7,UK,2014,$ 91M,$ 50M,106,1-2  hrs
Race to Witch Mountain,Andy Fickman,Dwayne Johnson,90-180min,99,12000,Action,5.7,0,2009,6,USA,2009,$ 67M,$ 65M,98,1-2  hrs
V for Vendetta,James McTeigue,Natalie Portman,90-180min,160,20000,Action,8.2,48000,2005,8,USA,2005,$ 70M,$ 54M,132,2-3 hrs
Shanghai Knights,David Dobkin,Fann Wong,90-180min,71,154,Action,6.2,955,2003,6,USA,2003,$ 60M,$ 50M,114,1-2  hrs
Curious George,Matthew O'Callaghan,Will Ferrell,30-90min,5,8000,Adventure,6.6,624,2006,7,USA,2006,$ 58M,$ 50M,78,1-2  hrs
Herbie Fully Loaded,Angela Robinson,Scoot McNairy,90-180min,23,660,Adventure,4.7,1000,2005,5,USA,2005,$ 66M,$ 50M,101,1-2  hrs
Don't Say a Word,Gary Fleder,Oliver Platt,90-180min,39,1000,Crime,6.3,970,2001,6,USA,2001,$ 55M,$ 50M,113,1-2  hrs
Hansel & Gretel: Witch Hunters,Tommy Wirkola,Jeremy Renner,90-180min,75,10000,Action,6.1,45000,2013,6,Others,2013,$ 56M,$ 50M,98,1-2  hrs
Unfaithful,Adrian Lyne,Olivier Martinez,90-180min,213,838,Drama,6.7,0,2002,7,USA,2002,$ 53M,$ 50M,124,2-3 hrs
I Am Number Four,D.J. Caruso,Alex Pettyfer,90-180min,154,15000,Action,6.1,27000,2011,6,USA,2011,$ 55M,$ 60M,109,1-2  hrs
Syriana,Stephen Gaghan,Matt Damon,90-180min,79,13000,Drama,7,0,2005,7,USA,2005,$ 51M,$ 50M,128,2-3 hrs
13 Hours,Michael Bay,Toby Stephens,90-180min,0,769,Action,7.4,44000,2016,7,USA,2016,$ 53M,$ 50M,144,2-3 hrs
The Book of Life,Jorge R. Gutiê©rrez,Channing Tatum,90-180min,34,17000,Adventure,7.3,18000,2014,7,USA,2014,$ 50M,$ 50M,95,1-2  hrs
Firewall,Richard Loncraine,Jimmy Bennett,90-180min,12,87000,Crime,5.8,773,2006,6,USA,2006,$ 49M,$ 50M,105,1-2  hrs
Absolute Power,Clint Eastwood,Clint Eastwood,90-180min,16000,16000,Action,6.7,1000,1997,7,USA,1997,$ 50M,$ 50M,121,2-3 hrs
G.I. Jane,Ridley Scott,Viggo Mortensen,90-180min,0,10000,Action,5.8,2000,1997,6,USA,1997,$ 48M,$ 50M,125,2-3 hrs
The Game,David Fincher,Deborah Kara Unger,90-180min,21000,495,Drama,7.8,25000,1997,8,USA,1997,$ 48M,$ 50M,129,2-3 hrs
Silent Hill,Christophe Gans,Radha Mitchell,90-180min,50,992,Adventure,6.6,0,2006,7,Others,2006,$ 47M,$ 50M,132,2-3 hrs
The Replacements,Howard Deutch,Keanu Reeves,90-180min,41,18000,Comedy,6.5,0,2000,7,USA,2000,$ 45M,$ 50M,118,1-2  hrs
American Reunion,Jon Hurwitz,Alyson Hannigan,90-180min,22,3000,Comedy,6.7,39000,2012,7,USA,2012,$ 57M,$ 50M,113,1-2  hrs
The Negotiator,F. Gary Gray,Kevin Spacey,90-180min,473,18000,Action,7.3,3000,1998,7,Others,1998,$ 44M,$ 50M,140,2-3 hrs
Into the Storm,Steven Quale,Matt Walsh,30-90min,77,490,Action,5.8,15000,2014,6,USA,2014,$ 48M,$ 50M,89,1-2  hrs
Beverly Hills Cop III,John Landis,Louis Lombardi,90-180min,644,437,Action,5.5,669,1994,6,USA,1994,$ 43M,$ 55M,104,1-2  hrs
Gremlins 2: The New Batch,Joe Dante,Christopher Lee,90-180min,287,16000,Comedy,6.3,0,1990,6,USA,1990,$ 41M,$ 50M,106,1-2  hrs
The Judge,David Dobkin,Robert Downey Jr.,90-180min,71,21000,Crime,7.4,47000,2014,7,USA,2014,$ 47M,$ 50M,141,2-3 hrs
The Peacemaker,Mimi Leder,Armin Mueller-Stahl,90-180min,75,294,Action,5.9,0,1997,6,USA,1997,$ 41M,$ 50M,124,2-3 hrs
Resident Evil: Apocalypse,Alexander Witt,Milla Jovovich,90-180min,38,14000,Action,6.2,0,2004,6,Others,2004,$ 51M,$ 45M,98,1-2  hrs
Bridget Jones: The Edge of Reason,Beeban Kidron,Colin Firth,90-180min,17,14000,Comedy,5.9,0,2004,6,UK,2004,$ 40M,$ 40M,108,1-2  hrs
Out of Time,Carl Franklin,Denzel Washington,90-180min,73,18000,Crime,6.5,1000,2003,7,USA,2003,$ 41M,$ 50M,114,1-2  hrs
On Deadly Ground,Steven Seagal,Mike Starr,90-180min,0,854,Action,4.4,812,1994,4,USA,1994,$ 39M,$ 50M,101,1-2  hrs
The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,Taylor Lautner,90-180min,0,12000,Action,3.5,0,2005,4,USA,2005,$ 39M,$ 50M,93,1-2  hrs
The Beach,Danny Boyle,Leonardo DiCaprio,90-180min,0,29000,Adventure,6.6,0,2000,7,USA,2000,$ 40M,$ 50M,119,1-2  hrs
Raising Helen,Garry Marshall,Amber Valletta,90-180min,0,627,Comedy,6,718,2004,6,USA,2004,$ 37M,$ 50M,119,1-2  hrs
Ninja Assassin,James McTeigue,Shêä Kosugi,90-180min,160,330,Action,6.4,0,2009,6,USA,2009,$ 38M,$ 40M,99,1-2  hrs
For Love of the Game,Sam Raimi,J.K. Simmons,90-180min,0,24000,Drama,6.5,0,1999,7,USA,1999,$ 35M,$ 50M,137,2-3 hrs
Striptease,Andrew Bergman,Demi Moore,90-180min,31,2000,Comedy,4.3,877,1996,4,USA,1996,$ 33M,$ 40M,117,1-2  hrs
Marmaduke,Tom Dey,Emma Stone,30-90min,9,15000,Comedy,4.2,0,2010,4,USA,2010,$ 34M,$ 50M,87,1-2  hrs
Hereafter,Clint Eastwood,Matt Damon,90-180min,16000,13000,Drama,6.5,16000,2010,7,USA,2010,$ 33M,$ 50M,129,2-3 hrs
Murder by Numbers,Barbet Schroeder,Ryan Gosling,90-180min,58,33000,Crime,6.1,0,2002,6,USA,2002,$ 32M,$ 50M,115,1-2  hrs
Assassins,Richard Donner,Muse Watson,90-180min,503,45000,Action,6.3,0,1995,6,Others,1995,$ 30M,$ 50M,132,2-3 hrs
Hannibal Rising,Peter Webber,Li Gong,90-180min,73,879,Crime,6.2,3000,2007,6,UK,2007,$ 28M,$ 50M,131,2-3 hrs
The Story of Us,Rob Reiner,Bruce Willis,90-180min,0,13000,Comedy,5.9,0,1999,6,USA,1999,$ 27M,$ 50M,95,1-2  hrs
The Host,Andrew Niccol,J.D. Evermore,90-180min,487,430,Action,5.9,43000,2013,6,USA,2013,$ 27M,$ 40M,125,2-3 hrs
Basic,John McTiernan,Connie Nielsen,90-180min,323,933,Action,6.5,0,2003,7,Others,2003,$ 27M,$ 50M,98,1-2  hrs
Blood Work,Clint Eastwood,Clint Eastwood,90-180min,16000,16000,Action,6.4,705,2002,6,USA,2002,$ 26M,$ 50M,110,1-2  hrs
The International,Tom Tykwer,Naomi Watts,90-180min,670,6000,Action,6.5,0,2009,7,USA,2009,$ 25M,$ 50M,118,1-2  hrs
Escape from L.A.,John Carpenter,Steve Buscemi,90-180min,0,12000,Action,5.7,0,1996,6,USA,1996,$ 25M,$ 50M,101,1-2  hrs
The Iron Giant,Brad Bird,Vin Diesel,90-180min,663,14000,Action,8,0,1999,8,USA,1999,$ 23M,$ 70M,90,1-2  hrs
The Life Aquatic with Steve Zissou,Wes Anderson,Bill Murray,90-180min,0,13000,Adventure,7.3,0,2004,7,USA,2004,$ 24M,$ 50M,119,1-2  hrs
Free State of Jones,Gary Ross,Matthew McConaughey,90-180min,378,11000,Action,6.7,10000,2016,7,USA,2016,$ 20M,$ 50M,139,2-3 hrs
The Life of David Gale,Alan Parker,Kevin Spacey,90-180min,317,18000,Crime,7.5,0,2003,8,USA,2003,$ 20M,$ 50M,130,2-3 hrs
Man of the House,Stephen Herek,Christina Milian,90-180min,65,1000,Action,5.4,779,2005,5,USA,2005,$ 19M,$ 40M,100,1-2  hrs
Run All Night,Jaume Collet-Serra,Liam Neeson,90-180min,174,14000,Action,6.6,15000,2015,7,USA,2015,$ 26M,$ 50M,114,1-2  hrs
Eastern Promises,David Cronenberg,Viggo Mortensen,90-180min,0,10000,Crime,7.7,0,2007,8,USA,2007,$ 17M,$ 25M,96,1-2  hrs
Into the Blue,John Stockwell,Paul Walker,90-180min,134,23000,Action,5.8,0,2005,6,USA,2005,$ 18M,$ 50M,110,1-2  hrs
The Messenger: The Story of Joan of Arc,Luc Besson,Paul Brooke,90-180min,0,51,Adventure,6.4,0,1999,6,Others,1999,$ 14M,$ 390M,158,2-3 hrs
Your Highness,David Gordon Green,Natalie Portman,90-180min,234,20000,Adventure,5.6,18000,2011,6,USA,2011,$ 22M,$ 49.9M,102,1-2  hrs
Dream House,Jim Sheridan,Naomi Watts,30-90min,260,6000,Drama,6,0,2011,6,USA,2011,$ 21M,$ 55M,84,1-2  hrs
Mad City,Costa-Gavras,Mia Kirshner,90-180min,333,972,Crime,6.2,697,1997,6,USA,1997,$ 11M,$ 50M,115,1-2  hrs
Baby's Day Out,Patrick Read Johnson,Joe Mantegna,90-180min,32,1000,Adventure,5.9,0,1994,6,USA,1994,$ 17M,$ 50M,99,1-2  hrs
The Scarlet Letter,Roland Joffê©,Gary Oldman,90-180min,596,10000,Drama,5.1,943,1995,5,USA,1995,$ 10M,$ 50M,135,2-3 hrs
Fair Game,Doug Liman,Naomi Watts,90-180min,218,6000,Biography,6.8,9000,2010,7,USA,2010,$ 10M,$ 22M,108,1-2  hrs
Domino,Tony Scott,Ian Ziering,90-180min,12000,984,Action,6,0,2005,6,Others,2005,$ 10M,$ 50M,127,2-3 hrs
Jade,William Friedkin,Michael Biehn,90-180min,607,2000,Crime,5.1,422,1995,5,USA,1995,$ 10M,$ 50M,107,1-2  hrs
Gamer,Mark Neveldine,Gerard Butler,90-180min,83,18000,Action,5.8,0,2009,6,USA,2009,$ 20M,$ 50M,95,1-2  hrs
Beautiful Creatures,Richard LaGravenese,Alden Ehrenreich,90-180min,98,1000,Drama,6.2,14000,2013,6,USA,2013,$ 19M,$ 60M,124,2-3 hrs
Death to Smoochy,Danny DeVito,Robin Williams,90-180min,0,49000,Comedy,6.4,0,2002,6,UK,2002,$ 8M,$ 55M,109,1-2  hrs
Zoolander 2,Ben Stiller,Milla Jovovich,90-180min,0,14000,Comedy,4.8,28000,2016,5,USA,2016,$ 29M,$ 50M,102,1-2  hrs
The Big Bounce,George Armitage,Morgan Freeman,30-90min,5,11000,Comedy,4.9,288,2004,5,USA,2004,$ 6M,$ 50M,88,1-2  hrs
What Planet Are You From?,Mike Nichols,Judy Greer,30-90min,0,2000,Comedy,5.6,255,2000,6,USA,2000,$ 6M,$ 50M,87,1-2  hrs
Drive Angry,Patrick Lussier,Nicolas Cage,90-180min,71,12000,Action,5.5,15000,2011,6,USA,2011,$ 11M,$ 50M,104,1-2  hrs
Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,Chris Klein,90-180min,43,841,Action,3.7,0,2009,4,Others,2009,$ 9M,$ 18M,96,1-2  hrs
The One,James Wong,Jason Statham,30-90min,70,26000,Action,5.9,0,2001,6,USA,2001,$ 44M,$ 49M,85,1-2  hrs
The Adventures of Ford Fairlane,Renny Harlin,Lauren Holly,90-180min,212,879,Action,6.3,2000,1990,6,USA,1990,$ 21M,$ 40M,104,1-2  hrs
Pirate Radio,Richard Curtis,Philip Seymour Hoffman,90-180min,628,22000,Comedy,7.4,21000,2009,7,UK,2009,$ 8M,$ 0M,135,2-3 hrs
Traffic,Steven Soderbergh,Michael O'Neill,long,0,599,Crime,7.6,0,2000,8,USA,2000,$ 124M,$ 48M,190,>3 hrs
Indiana Jones and the Last Crusade,Steven Spielberg,Harrison Ford,90-180min,14000,11000,Action,8.3,0,1989,8,USA,1989,$ 197M,$ 48M,127,2-3 hrs
Anna Karenina,Joe Wright,Kelly Macdonald,90-180min,456,2000,Drama,6.6,36000,2012,7,UK,2012,$ 13M,$ 0M,129,2-3 hrs
Chappie,Neill Blomkamp,Hugh Jackman,90-180min,662,20000,Action,6.9,67000,2015,7,USA,2015,$ 32M,$ 49M,120,1-2  hrs
The Bone Collector,Phillip Noyce,Denzel Washington,90-180min,176,18000,Crime,6.7,0,1999,7,USA,1999,$ 66M,$ 48M,118,1-2  hrs
Panic Room,David Fincher,Kristen Stewart,90-180min,21000,17000,Crime,6.8,0,2002,7,USA,2002,$ 95M,$ 48M,112,1-2  hrs
The Tooth Fairy,Chuck Bowman,P.J. Soles,30-90min,42,598,Horror,4.6,352,2006,5,USA,2006,$ 0M,$ 1.5M,89,1-2  hrs
Three Kings,David O. Russell,Judy Greer,90-180min,737,2000,Action,7.1,3000,1999,7,USA,1999,$ 61M,$ 48M,114,1-2  hrs
Child 44,Daniel Espinosa,Tom Hardy,90-180min,79,27000,Crime,6.4,18000,2015,6,Others,2015,$ 1M,$ 50M,137,2-3 hrs
Rat Race,Jerry Zucker,Corinna Harney,90-180min,109,779,Adventure,6.4,0,2001,6,Others,2001,$ 57M,$ 48M,112,1-2  hrs
K-PAX,Iain Softley,Kevin Spacey,90-180min,34,18000,Drama,7.4,0,2001,7,USA,2001,$ 50M,$ 48M,120,1-2  hrs
Kate & Leopold,James Mangold,Hugh Jackman,90-180min,446,20000,Comedy,6.4,0,2001,6,USA,2001,$ 47M,$ 48M,123,2-3 hrs
Bedazzled,Harold Ramis,Brendan Fraser,90-180min,11000,3000,Comedy,6,0,2000,6,USA,2000,$ 38M,$ 48M,93,1-2  hrs
The Cotton Club,Francis Ford Coppola,Nicolas Cage,90-180min,0,12000,Crime,6.5,828,1984,7,USA,1984,$ 26M,$ 58M,123,2-3 hrs
3:10 to Yuma,James Mangold,Christian Bale,90-180min,446,23000,Adventure,7.8,0,2007,8,USA,2007,$ 54M,$ 55M,122,2-3 hrs
Taken 3,Olivier Megaton,Liam Neeson,90-180min,118,14000,Action,6,38000,2014,6,Others,2014,$ 89M,$ 48M,115,1-2  hrs
Out of Sight,Steven Soderbergh,Don Cheadle,90-180min,0,3000,Crime,7,0,1998,7,USA,1998,$ 37M,$ 48M,123,2-3 hrs
The Cable Guy,Ben Stiller,Matthew Broderick,90-180min,0,2000,Comedy,6,0,1996,6,USA,1996,$ 60M,$ 47M,96,1-2  hrs
Earth,Deepa Mehta,Nandita Das,90-180min,375,113,Drama,7.8,522,1998,8,Others,1998,$ 1M,$ 0M,110,1-2  hrs
Dick Tracy,Warren Beatty,Charlie Korsmo,90-180min,631,678,Action,6.1,2000,1990,6,USA,1990,$ 104M,$ 100M,105,1-2  hrs
The Thomas Crown Affair,John McTiernan,Mark Margolis,90-180min,323,1000,Crime,6.8,0,1999,7,USA,1999,$ 69M,$ 48M,113,1-2  hrs
Riding in Cars with Boys,Penny Marshall,Rosie Perez,90-180min,545,919,Biography,6.4,0,2001,6,USA,2001,$ 30M,$ 48M,132,2-3 hrs
First Blood,Ted Kotcheff,Sylvester Stallone,90-180min,270,13000,Action,7.7,0,1982,8,USA,1982,$ 0M,$ 14M,93,1-2  hrs
Solaris,Andrei Tarkovsky,Donatas Banionis,90-180min,0,29,Drama,8.1,0,1972,8,Others,1972,$ 0M,$ 1M,115,1-2  hrs
Happily N'Ever After,Paul Bolger,Sarah Michelle Gellar,30-90min,0,4000,Adventure,4.5,261,2006,5,USA,2006,$ 16M,$ 47M,75,1-2  hrs
Mary Reilly,Stephen Frears,Julia Roberts,90-180min,350,8000,Drama,5.8,616,1996,6,USA,1996,$ 6M,$ 47M,108,1-2  hrs
My Best Friend's Wedding,P.J. Hogan,Julia Roberts,90-180min,29,8000,Comedy,6.3,0,1997,6,USA,1997,$ 127M,$ 46M,105,1-2  hrs
America's Sweethearts,Joe Roth,Julia Roberts,90-180min,148,8000,Comedy,5.7,881,2001,6,USA,2001,$ 94M,$ 48M,102,1-2  hrs
Insomnia,Christopher Nolan,Al Pacino,90-180min,22000,14000,Drama,7.2,0,2002,7,USA,2002,$ 67M,$ 46M,118,1-2  hrs
Star Trek: First Contact,Jonathan Frakes,LeVar Burton,90-180min,906,1000,Action,7.6,3000,1996,8,USA,1996,$ 92M,$ 45M,111,1-2  hrs
Jonah Hex,Jimmy Hayward,Michael Fassbender,30-90min,39,13000,Action,4.7,0,2010,5,USA,2010,$ 11M,$ 47M,81,1-2  hrs
Courage Under Fire,Edward Zwick,Denzel Washington,90-180min,380,18000,Action,6.6,975,1996,7,USA,1996,$ 59M,$ 46M,116,1-2  hrs
Liar Liar,Tom Shadyac,Maura Tierney,30-90min,293,509,Comedy,6.8,0,1997,7,USA,1997,$ 181M,$ 45M,86,1-2  hrs
The Infiltrator,Brad Furman,Joseph Gilgun,90-180min,65,788,Biography,7.3,0,2016,7,UK,2016,$ 15M,$ 25M,127,2-3 hrs
Inchon,Terence Young,Laurence Olivier,90-180min,92,1000,Drama,2.7,115,1981,3,Others,1981,$ 0M,$ 48M,140,2-3 hrs
The Flintstones,Brian Levant,Jonathan Winters,90-180min,32,924,Comedy,4.8,0,1994,5,USA,1994,$ 131M,$ 45M,91,1-2  hrs
Taken 2,Olivier Megaton,Liam Neeson,90-180min,118,14000,Action,6.3,63000,2012,6,Others,2012,$ 140M,$ 45M,98,1-2  hrs
Scary Movie 3,David Zucker,Regina Hall,30-90min,119,807,Comedy,5.5,0,2003,6,USA,2003,$ 110M,$ 48M,84,1-2  hrs
Miss Congeniality,Donald Petrie,Candice Bergen,90-180min,80,545,Action,6.2,0,2000,6,USA,2000,$ 107M,$ 45M,109,1-2  hrs
Journey to the Center of the Earth,Eric Brevig,Josh Hutcherson,90-180min,40,14000,Action,5.8,0,2008,6,USA,2008,$ 102M,$ 45M,93,1-2  hrs
The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway,90-180min,0,11000,Comedy,5.7,1000,2004,6,USA,2004,$ 95M,$ 40M,113,1-2  hrs
The Pelican Brief,Alan J. Pakula,Denzel Washington,90-180min,79,18000,Crime,6.5,0,1993,7,USA,1993,$ 101M,$ 45M,141,2-3 hrs
The Client,Joel Schumacher,Bradley Whitford,90-180min,541,821,Crime,6.7,1000,1994,7,USA,1994,$ 92M,$ 45M,119,1-2  hrs
The Bucket List,Rob Reiner,Morgan Freeman,90-180min,0,11000,Adventure,7.4,22000,2007,7,USA,2007,$ 93M,$ 45M,97,1-2  hrs
Patriot Games,Phillip Noyce,Harrison Ford,90-180min,176,11000,Action,6.9,0,1992,7,USA,1992,$ 83M,$ 45M,117,1-2  hrs
Monster-in-Law,Robert Luketic,Adam Scott,90-180min,126,3000,Comedy,5.5,0,2005,6,Others,2005,$ 83M,$ 60M,101,1-2  hrs
Prisoners,Denis Villeneuve,Hugh Jackman,90-180min,777,20000,Crime,8.1,86000,2013,8,USA,2013,$ 61M,$ 46M,153,2-3 hrs
Training Day,Antoine Fuqua,Denzel Washington,90-180min,845,18000,Crime,7.7,0,2001,8,USA,2001,$ 76M,$ 45M,122,2-3 hrs
Galaxy Quest,Dean Parisot,Alan Rickman,90-180min,23,25000,Adventure,7.3,19000,1999,7,USA,1999,$ 71M,$ 45M,102,1-2  hrs
Scary Movie 2,Keenen Ivory Wayans,Natasha Lyonne,30-90min,322,1000,Comedy,5.2,0,2001,5,USA,2001,$ 71M,$ 45M,83,1-2  hrs
The Muppets,James Bobin,Bill Cobbs,90-180min,33,970,Adventure,7.1,26000,2011,7,USA,2011,$ 89M,$ 45M,103,1-2  hrs
Blade,Stephen Norrington,Sanaa Lathan,90-180min,45,886,Action,7.1,0,1998,7,USA,1998,$ 70M,$ 45M,110,1-2  hrs
Coach Carter,Thomas Carter,Channing Tatum,90-180min,49,17000,Drama,7.2,0,2005,7,USA,2005,$ 67M,$ 30M,136,2-3 hrs
Changing Lanes,Roger Michell,Sydney Pollack,90-180min,50,521,Drama,6.5,0,2002,7,USA,2002,$ 67M,$ 45M,91,1-2  hrs
Anaconda,Luis Llosa,Frank Welker,30-90min,49,2000,Action,4.6,0,1997,5,USA,1997,$ 66M,$ 45M,89,1-2  hrs
Coyote Ugly,David McNally,Adam Garcia,90-180min,18,811,Comedy,5.6,0,2000,6,USA,2000,$ 61M,$ 45M,107,1-2  hrs
Love Actually,Richard Curtis,Colin Firth,90-180min,628,14000,Comedy,7.7,52000,2003,8,UK,2003,$ 59M,$ 45M,129,2-3 hrs
A Bug's Life,John Lasseter,Kevin Spacey,90-180min,487,18000,Adventure,7.2,0,1998,7,USA,1998,$ 163M,$ 120M,95,1-2  hrs
From Hell,Albert Hughes,Johnny Depp,90-180min,117,40000,Horror,6.8,0,2001,7,USA,2001,$ 32M,$ 35M,122,2-3 hrs
The Specialist,Luis Llosa,Sylvester Stallone,90-180min,49,13000,Action,5.4,0,1994,5,Others,1994,$ 57M,$ 45M,110,1-2  hrs
Tin Cup,Ron Shelton,Don Johnson,90-180min,41,982,Comedy,6.3,1000,1996,6,USA,1996,$ 54M,$ 45M,135,2-3 hrs
"Yours, Mine and Ours",Melville Shavelson,Lucille Ball,90-180min,5,6000,Comedy,7.2,0,1968,7,USA,1968,$ 0M,$ 2.5M,111,1-2  hrs
Kicking & Screaming,Jesse Dylan,Josh Hutcherson,90-180min,58,14000,Comedy,5.6,743,2005,6,USA,2005,$ 53M,$ 45M,95,1-2  hrs
The Hitchhiker's Guide to the Galaxy,Garth Jennings,Zooey Deschanel,90-180min,37,11000,Adventure,6.8,10000,2005,7,USA,2005,$ 51M,$ 50M,109,1-2  hrs
Fat Albert,Joel Zwick,Dania Ramirez,90-180min,38,1000,Comedy,4.3,531,2004,4,USA,2004,$ 48M,$ 26M,93,1-2  hrs
Resident Evil: Extinction,Russell Mulcahy,Milla Jovovich,90-180min,85,14000,Action,6.3,0,2007,6,Others,2007,$ 51M,$ 45M,94,1-2  hrs
Blended,Frank Coraci,Bella Thorne,90-180min,153,35000,Comedy,6.5,12000,2014,7,USA,2014,$ 46M,$ 40M,117,1-2  hrs
Last Holiday,Wayne Wang,LL Cool J,90-180min,61,1000,Adventure,6.4,0,2006,6,USA,2006,$ 38M,$ 45M,112,1-2  hrs
The River Wild,Curtis Hanson,Meryl Streep,90-180min,161,11000,Action,6.3,0,1994,6,USA,1994,$ 47M,$ 45M,111,1-2  hrs
The Indian in the Cupboard,Frank Oz,Steve Coogan,90-180min,0,1000,Drama,5.9,0,1995,6,USA,1995,$ 36M,$ 45M,96,1-2  hrs
Savages,Oliver Stone,Demiêçn Bichir,90-180min,0,749,Crime,6.5,28000,2012,7,USA,2012,$ 47M,$ 45M,141,2-3 hrs
Cellular,David R. Ellis,Richard Burgi,90-180min,160,550,Action,6.5,2000,2004,7,USA,2004,$ 32M,$ 25M,94,1-2  hrs
Johnny English,Peter Howitt,Kevin McNally,30-90min,29,427,Action,6.1,2000,2003,6,UK,2003,$ 28M,$ 35M,87,1-2  hrs
The Ant Bully,John A. Davis,Nicolas Cage,30-90min,8,12000,Adventure,5.9,593,2006,6,USA,2006,$ 28M,$ 50M,88,1-2  hrs
Dune,David Lynch,Virginia Madsen,90-180min,0,913,Action,6.6,11000,1984,7,USA,1984,$ 27M,$ 40M,177,2-3 hrs
Across the Universe,Julie Taymor,Jim Sturgess,90-180min,278,5000,Drama,7.4,14000,2007,7,USA,2007,$ 24M,$ 45M,133,2-3 hrs
Revolutionary Road,Sam Mendes,Leonardo DiCaprio,90-180min,0,29000,Drama,7.3,0,2008,7,USA,2008,$ 23M,$ 35M,119,1-2  hrs
16 Blocks,Richard Donner,Bruce Willis,90-180min,503,13000,Action,6.6,0,2006,7,Others,2006,$ 37M,$ 52M,102,1-2  hrs
Babylon A.D.,Mathieu Kassovitz,Vin Diesel,90-180min,326,14000,Action,5.6,0,2008,6,Others,2008,$ 23M,$ 70M,101,1-2  hrs
The Glimmer Man,John Gray,Alexa PenaVega,90-180min,29,2000,Action,5.3,451,1996,5,USA,1996,$ 20M,$ 45M,91,1-2  hrs
Multiplicity,Harold Ramis,John de Lancie,90-180min,11000,905,Comedy,6,0,1996,6,USA,1996,$ 20M,$ 45M,117,1-2  hrs
Aliens in the Attic,John Schultz,Malese Jow,30-90min,13,1000,Adventure,5.4,916,2009,5,USA,2009,$ 25M,$ 45M,86,1-2  hrs
The Pledge,Sean Penn,Costas Mandylor,90-180min,0,723,Crime,6.8,0,2001,7,USA,2001,$ 20M,$ 45M,124,2-3 hrs
The Producers,Susan Stroman,Jon Lovitz,90-180min,38,11000,Comedy,6.4,0,2005,6,USA,2005,$ 19M,$ 45M,134,2-3 hrs
Dredd,Pete Travis,Wood Harris,90-180min,38,409,Action,7.1,46000,2012,7,UK,2012,$ 13M,$ 35M,95,1-2  hrs
The Phantom,Simon Wincer,Cary-Hiroyuki Tagawa,90-180min,23,1000,Action,4.9,0,1996,5,Others,1996,$ 17M,$ 45M,100,1-2  hrs
